"股票代號","股票名稱","年度","中文簡稱","英文簡稱","公司名稱","英文名稱","地址","電話","傳真機號碼","註冊地國名","訴訟代理人","訴訟代理人電話","訴訟代理人地址","實收資本額(百萬)","成立日期","上市日期","上櫃日期","興櫃日期","公發日期","存續年度","董事長","總經理","發言人","發言人職稱","上市上櫃","網址","電子信箱","股票過戶機構","股務代理電話","產業代號","產業名稱","英文產業名稱","產業指數代號","產業指數名稱","指數彙編分類代號","指數彙編分類","經營項目","國際證券編碼","統一編號","交易所公告股本(千)","交易所普通股股本(千)","交易所特別股股本(千)","交易所普通股股數(千)","交易所特別股股數(千)","普通股每股面額(元)","每股幣別","公告採用匯率","簽證會計師事務所","前年度內銷比重(%)","前年度外銷比重(%)","員工人數(人)"
"6456","GIS-KY","2020","GIS-KY","GIS","GIS Holding Limited","General Interface Solution (GIS) Holding Ltd.","苗栗縣竹南鎮科中路12號8樓(訴訟及非訟代理人聯絡處)","037-777939","037-777633","KY開曼群島","周賢穎","037-777939","35053苗栗縣竹南鎮科中路12號8樓","3394","20110104","20150612","","","20150428","5","周賢穎","周賢穎","林原平","處長","1","http://www.gis-touch.com","ir@gis-touch.com","福邦證券股份有限公司","02-2371-1658","26","電子–光電","Optoelectronic Industry","TWB35","光電","C23160","電子中游-LCD-STN面板","觸控及顯示模組之生產及銷售業務","KYG3808R1011","41420316","3394398","3394398","","339439.8","","10","NTD","","資誠聯合會計師事務所","0.44","99.56","22302"
"6457","紘康","2020","紘康","HYCON","紘康科技股份有限公司","HYCON TECHNOLOGY CORPORATION","台北市士林區承德路四段172號5樓","(02)2880-4288","(02)2880-4287","","","","","299","20070709","","20150612","20140618","20140428","5","趙伯寅","趙伯寅","李金幸","行政處協理","2","http://www.hycontek.com","Investors@hycontek.com","元富證券股份有限公司","(02)2768-6668","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23010","電子上游-IC-設計","IC設計","TW0006457005","28751690","298547.92","298547.92","","29854.792","","10","NTD","","勤業眾信聯合會計師事務所","73.94","26.06","94"
"6461","益得","2020","益得","Intech","益得生物科技股份有限公司","Intech Biopharm Ltd.","台北市內湖區瑞光路358巷36號3樓","02-77218877","02-77218800","","","","","1007","20101028","","20180328","20140715","20140526","2","林智暉","吳維修","洪堯國","發言人","2","http://www.intechbiopharm.com","investor@intechbiopharm.com","元大證券(股)公司股務代理部","02-25865859","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","藥品研發、製造及銷售","TW0006461007","53104031","1007440","1007440","","100744","","10","NTD","","勤業眾信聯合會計師事務所","91.4","8.6","84"
"6462","神盾","2020","神盾","EGIS","神盾股份有限公司","Egis Technology Inc.","台北市內湖區瑞光路360號2樓","(02)26589768","(02)26588368","","","","","714","20071226","","20151223","20140626","20140527","4","羅森洲","羅時豪","李宜平","資深副總經理","2","http://www.egistec.com","ir@egistec.com","元大證券股務代理部","(02)25865859","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23010","電子上游-IC-設計","I301010資訊軟體服務業、I301020資料處理服務業、I301030電子資訊供應服務業","TW0006462005","28835517","713757.54","713757.54","","71375.754","","10","NTD","","安侯建業聯合會計師事務所","0.08","99.92","454"
"6464","台數科","2020","台數科","top MSO","台灣數位光訊科技股份有限公司","Taiwan Optical Platform Co. Ltd.","台中市西屯區文心路二段201號6樓之6","04-37050000","04-37056418","","","","","1247","20060802","20151216","","20140725","20140530","5","廖紫岑","廖紫岑","廖紫岑","董事長","1","http://www.topmso.com.tw","sandy@topmso.com.tw","台新國際商業銀行股務代理部","02-2504-8125","20","其他","Others","TWB99","其他類","C29020","傳產-其他","有線電視系統之投資及控股、頻道版權代理、顧問諮詢","TW0006464001","28371951","1246986","1246986","","124698.6","","10","NTD","","勤業眾信聯合會計師事務所","100","0","757"
"6465","威潤","2020","威潤","ATrack","威潤科技股份有限公司","ATrack Technology Inc.","台北巿內湖區內湖路一段120巷13號8樓","02-2797-5852","02-2797-4030","","","","","330","20100119","","20151120","20140709","20140603","5","湯潤闊","湯潤闊","伏家瑩","董事長特助","2","http://www.atrack.com.tw","ir@atrack.com.tw","元大證券股份有限公司","02-2586-5859","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","衛星定位監控器之研發、製造及銷售","TW0006465008","24497254","329743.01","329743.01","","32974.301","","10","NTD","","資誠聯合會計師事務所","0.03","99.97","84"
"6469","大樹","2020","大樹","Great Tree","大樹醫藥股份有限公司","Great Tree Pharmacy Co.Ltd.","桃園市中壢區成章四街143號","03-4556469","03-4333033","","","","","531","20010515","","20160330","20141229","20140801","4","鄭明龍","鄭明龍","鄭明龍","總經理","2","http://www.greattree.com.tw","stock@greattree.com.tw","台新國際商業銀行股務代理部","(02)2504-8125","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","銷售各式藥品、保健食品、婦嬰用品、化妝品之連鎖通路","TW0006469000","12803476","530658.86","530658.86","","53065.886","","10","NTD","","安永聯合會計師事務所","96.66","3.34","1361"
"6470","宇智","2020","宇智","U-MEDIA","宇智網通股份有限公司","U-MEDIA CommunicationsInc.","新竹市金山八街1號3樓","03-5797969","03-5798718","","","","","327","20040615","","20151103","20140924","20140806","5","袁允中","劉宜文","袁允中","董事長","2","http://www.u-media.com.tw","ir@u-media.com.tw","宏遠證券股份有限公司","(02)7719-8899","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","設計及製造以無線寬頻及數位串流為核心技術之網路通訊設備","TW0006470008","27375986","326941","326941","","32694.1","","10","NTD","","勤業眾信聯合會計師事務所","0.21","99.79","244"
"6472","保瑞","2020","保瑞","Bora","保瑞藥業股份有限公司","Bora Pharmaceuticals Co. LTD.","台北市內湖區行愛路69號6樓","(02)27901555","(02)27906595","","","","","541","20070612","","20170419","20141001","20140826","3","盛保熙","盛保熙","陳世民","副總經理","2","http://www.bora-corp.com/","public01@bora-corp.com","台新國際商業銀行股務代理部","(02)25048125","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","藥品製造、西藥及保健保養品代理及銷售","TW0006472004","28684877","541154.24","541154.24","","54115.424","","10","NTD","","安永聯合會計師事務所","36.25","63.75","458"
"6477","安集","2020","安集","Anji","安集科技股份有限公司","Anji Technology Co. Ltd.","台南市安南區科技五路19號","06-5105988","06-5105989","","","","","1070","20070213","20160621","","20141028","20140915","4","黃國棟","黃國棟","林婉玲","特別助理","1","http://www.anjitek.com","anjitek@anjitek.com","福邦證券股份有限公司","02-23711658","26","電子–光電","Optoelectronic Industry","TWB35","光電","C23415","電子下游-太陽能","太陽能電池模組設計、生產及銷售、能源技術服務、其他","TW0006477003","28580346","1069713.67","1069713.67","","106971.367","","10","NTD","","勤業眾信聯合會計師事務所","99.93","0.07","285"
"6482","弘煜科","2020","弘煜科","FUN YOURS","弘煜科技事業股份有限公司","FUN YOURS TECHNOLOGY CO.LTD.","台中市臺灣大道二段186號15樓之2","04-2322-2886","04-2322-2971","","","","","171","20091105","","20160613","20141113","20140917","4","洪而立","洪而立","劉素幸","協理","2","http://www.fy.com.tw","public@fy.com.tw","日盛證券(股)公司股務代理部","02-2541-9977","32","文化創意","Cultural and Creative Industry","TWC37","OTC文化創意","C23440","軟體-遊戲","遊戲軟體研發及銷售","TW0006482003","25064206","171484.4","171484.4","","17148.44","","10","NTD","","安侯建業聯合會計師事務所","3.63","96.37","68"
"6485","點序","2020","點序","ASolid","點序科技股份有限公司","ASolid Technology Co. Ltd","新竹市公道五路二段83號7F-1","03-5736032","03-5736300","","","","","394","20080213","","20151117","20141016","20140918","5","劉坤旺","劉坤旺","陳美智","處長","2","http://www.asolid-tek.com","IR@asolid-tek.com","元大證券股份有限公司股務代理部","(02)2586-5859","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23010","電子上游-IC-設計","N，FlashControllerIC研發製造","TW0006485006","28927852","393835.08","393835.08","","39383.508","","10","NTD","","勤業眾信聯合會計師事務所","41.4","58.6","251"
"6486","互動","2020","互動","IDT","互動國際數位股份有限公司","Interactive Digital Technologies Inc.","新北市五股區五工五路三十八之一號","(02)2298-3456","(02)2299-0399","","","","","369","20030514","","20160913","20141107","20140919","4","鄭炎為","徐堂傑","陳美琪","副總經理","2","http://www.idtech.com.tw/","invest@idtech.com.tw","富邦綜合證券股份有限公司","(02)2361-1300","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23430","軟體-系統整合","電信暨寬頻網路系統服務、無線傳輸服務、數位媒體系統服務、雲端資訊系統服務、地理資訊系統服務","TW0006486004","80192260","369440","369440","","36944","","10","NTD","","立本台灣聯合會計師事務所","99.52","0.48","342"
"6488","環球晶","2020","環球晶","GWC","環球晶圓股份有限公司","GlobalWafers Co. Ltd","新竹科學園區新竹市工業東二路八號","03-5772255","03-5781706","","","","","4372","20111018","","20150925","20141028","20140924","5","徐秀蘭","MarkEngland","陳偉文","副總經理","2","http://www.sas-globalwafers.com","GWCIR@sas-globalwafers.com","元大證券(股)公司股務代理部","02-2586-5859","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23050","電子上游-IC-製造","半導體晶圓99.98%、太陽能晶圓0.02%(半導體晶棒及晶圓之研發、設計與製造)","TW0006488000","28113286","4372500","4372500","","437250","","10","NTD","","安侯建業聯合會計師事務所","18.73","81.27","601"
"6491","晶碩","2020","晶碩","PEGAVISION","晶碩光學股份有限公司","PEGAVISION CORPORATION","桃園市龜山區興業街5號2樓之1","03-3298808","03-3298897","","","","","700","20090826","20191007","","20141230","20141007","1","童子賢","楊德勝","王景祥","財會處資深經理","1","http://www.pegavision.com","ir@pegavision.com","凱基證券股份有限公司股務代理部","02-23892999","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","隱形眼鏡","TW0006491004","25021158","700000","700000","","70000","","10","NTD","","安永聯合會計師事務所","23.01","76.99","1334"
"6492","生華科","2020","生華科","SH","生華生物科技股份有限公司","Senhwa Biosciences Inc","新北市新店區北新路3段225號10樓","(02)89119856","(02)89119956","","","","","897","20121116","","20170424","20141204","20141007","3","胡定吾","宋台生","宋台生","總經理","2","http://www.senhwabio.com/","service@senhwabiosciences.com","永豐金證券(股)公司股務代理部","(02)23816288","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","抗癌新藥及特殊原料藥研發","TW0006492002","54021973","896581.2","896581.2","","89658.12","","10","NTD","","資誠聯合會計師事務所","","","38"
"6494","九齊","2020","九齊","Nyquest","九齊科技股份有限公司","Nyquest Technology Co. Ltd.","新竹市水利路81號7樓之1","03-5169077","03-5169076","","","","","316","20061030","","20160509","20141224","20141009","4","郭秋麗","陳建隆","陳筱萍","管理部經理","2","http://www.nyquest.com.tw","ir@nyquest.com.tw","群益金鼎證券股份有限公司","02-27035000","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23010","電子上游-IC-設計","消費性IC設計","TW0006494008","28509490","315596.9","315596.9","","31559.69","","10","NTD","","勤業眾信聯合會計師事務所","4.58","95.42","142"
"6496","科懋","2020","科懋","Excelsior","科懋生物科技股份有限公司","Excelsior Biopharma Inc.","台北市南港區園區街3號14樓之6","(02)2655-7568","(02)2655-7916","","","","","467","19880721","","20160107","20141219","20141017","4","陳澤民","陳澤民","陳銘策","財務部經理","2","http://www.excelsiorgroup.com.tw","ir@excelsiorgroup.com.tw","元富證券股份有限公司股務代理部","(02)2768-6668","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","處方用藥、指示用藥、保健產品、快速檢驗試劑之銷售、生技醫藥研發及產品開發、生物技術服務","TW0006496003","23024594","466670","466670","","46667","","10","NTD","","安侯建業聯合會計師事務所","97.61","2.39","110"
"6499","益安","2020","益安","Medeon","益安生醫股份有限公司","Medeon Biodesign Inc.","台北市士林區後港街116號7F","02-28816686","02-28816907","","","","","665","20121222","","20160727","20141211","20141024","4","張有德","張有德","陳靖宜","協理","2","http://www.medeonbio.com","IR@medeonbio.com","群益金鼎證券股份有限公司","02-27023999","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","醫療器材產品研發、製造及銷售","TW0006499007","54150856","664951.59","664951.59","","66495.159","","10","NTD","","資誠聯合會計師事務所","0","100","166"
"6504","南六","2020","南六","NAN LIU","南六企業股份有限公司","NAN LIU ENTERPRISE CO. LTD","高雄市燕巢區角宿里四林路699號","07-6116616","07-6168938","","","","","726","19781201","20130507","","20021225","20000707","7","黃清山","黃和村","黃和村","總經理","1","http://www.e-nonwoven.com.tw","jin@nanliugroup.com","元大證券股務代理部","02-25865859","20","其他","Others","TWB99","其他類","C17020","傳產-生技","衛材不織布48.94%、生技產品27.99%、口罩23.06%、其他不織布0.01%(水針不織布，水針木漿複合布，無塵擦拭布，家庭用擦拭布，地板拖布、熱風、熱壓不織布、嬰兒柔濕巾，美顏面膜，卸妝棉，乳劑，液劑保養品)","TW0006504004","75989858","726000","726000","","72600","","10","NTD","","資誠聯合會計師事務所","62.18","37.82","1059"
"6505","台塑化","2020","台塑化","FPCC","台塑石化股份有限公司","Formosa Petrochemical Corp","台北市敦化北路201號後棟4樓377室","(02)2712-2211","(02)2712-3590","","","","","95260","19920406","20031226","","20030102","19960523","16","陳郎","曹明","林克彥","執行副總經理","1","http://www.fpcc.com.tw","fpccir@fpcc.com.tw","本公司股務組","(02)2718-9898","23","油電燃氣","Oil, Gas and Electricity Industry","TWB32","油電燃氣","C13010","傳產-塑膠","石油化工原料製造業(C801020)、基本化學工業製造業(C801010)","TW0006505001","86522210","95259596.52","95259596.52","","9525959.652","","10","NTD","","安永聯合會計師事務所","54.66","45.34","5292"
"6506","雙邦","2020","雙邦","SBI","(又又)邦實業股份有限公司","Shuang-Bang Industrial Corp.","南投縣南投市南崗工業區永興路3號","049-2257450","049-2257436","","","","","824","19891117","","20110503","20030113","19991221","9","張崇棠","許瑜娟","許瑜娟","總經理","2","http://www.shuang-bang.com/index.html","contact@sbinet.com.tw","群益金鼎證券股份有限公司","02-27023999","21","化學工業","Chemical Industry","TWC14","OTC化學工業","C17010","傳產-化學工業","PU樹脂、塗佈貼合、硬化劑、光起始劑、接著劑、成品鞋","TW0006506009","23531297","823608.26","823608.26","","82360.826","","10","NTD","","維揚聯合會計師事務所","71.27","28.73","379"
"6508","惠光","2020","惠光","HKC","惠光股份有限公司","Huikwang Corporation","台南市麻豆區苓子林17-10號","06-5702181","06-5700065","","","","","853","19651217","","20040322","20030114","19990720","16","陳冠華","陳冠華","朱秋碧","副總經理","2","http://www.huikwang.com","anita@huikwang.com","永豐金證券股務代理部","02-23816288","33","農業科技","Agricultural Technology Industry","TWC38","OTC農業科技","C17020","傳產-生技","植物保護劑之製造銷售、地工合成材料製造銷售","TW0006508005","69546202","852970.29","852970.29","","85297.029","","10","NTD","","資誠聯合會計師事務所","28.65","71.35","300"
"6509","聚和","2020","聚和","HOPAX","聚和國際股份有限公司","TAIWAN HOPAX CHEMS.MFG.CO.LTD.","高雄市大寮區潮寮里華東路28號","07-7887600","07-7875853","","","","","1732","19750207","","20040412","20030120","19900410","16","郭聰田","郭聰田","鄭仲生","執行副總","2","http://www.hopax.com","investor@hopax.com.tw","中國信託商業銀行代理部","02-6636-5566","21","化學工業","Chemical Industry","TWC14","OTC化學工業","C17010","傳產-化學工業","特用化學品、辦公文具用品、精密化學品","TW0006509003","04243562","1732041.01","1732041.01","","173204.101","","10","NTD","","勤業眾信聯合會計師事務所","9.55","90.45","897"
"6510","精測","2020","精測","CHPT","中華精測科技股份有限公司","Chunghwa Precision Test Tech. Co. Ltd.","桃園巿平鎮區工業三路15號","(03)4691234","(03)4693119","","","","","328","20050826","","20160324","20150120","20141030","4","林國豐","黃水可","黃水可","總經理","2","http://www.chpt.com","chpt@chpt.com","台新國際商業銀行股務代理部","(02)25048125","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23060","電子上游-IC-封測","晶圓測試卡79.35%、IC測試板15.66%、技術服務與其他4.99%(晶圓測試卡、IC測試板、技術服務與其他)","TW0006510001","27879121","327890.22","327890.22","","32789.022","","10","NTD","","勤業眾信聯合會計師事務所","83.94","16.06","1034"
"6512","啟發電","2020","啟發電","GoMax","啟發電子股份有限公司","GoMax Electronics  Inc.","新竹縣竹北市復興一街251號5樓之1","03-6681958","03-6681908","","","","","250","20060328","","20160325","20150205","20141110","4","張鈺欽","張鈺欽","吳佳芳","協理","2","http://www.gomax-electronics.com.tw/","IR@gomax-electronics.com.tw","兆豐證券股份有限公司","02-33930898","31","電子–其他電子","Other Electronic Industry","TWC36","OTC其他電子","C23420","電子下游-其他","影像處理機器設計製造加工買賣、工業控制器材設計製造加工買賣、安全監控器材設計製造加工買賣","TW0006512007","28133327","250000","250000","","25000","","10","NTD","","勤業眾信聯合會計師事務所","20.21","79.79","60"
"6514","芮特-KY","2020","芮特-KY","RTI","芮特科技股份有限公司","Radiation Technology Inc.","基隆市七堵區工建路1號2樓","(02)24516514","(02)24527722","KY開曼群島","吳東義","(02)24516514","206基隆市七堵區工建路1號2樓","300","20140818","","20151202","","20151105","5","陳淑敏","吳東義","吳東義","總經理","2","http://www.rt-inc.com","invest@rt-inc.com","中國信託商業銀行代理部","(02)66365566","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","銷售及設計生產各式天線、射頻線與射頻連接器等電子元器件、","KYG734231080","42332136","300153.82","300153.82","","30015.382","","10","NTD","","勤業眾信聯合會計師事務所","32.23","67.77","366"
"6516","勤崴國際","2020","勤崴國際","KINGWAY","勤崴國際科技股份有限公司","KINGWAYTEK TECHNOLOGY CO. LTD.","台北市中正區羅斯福路二段100號3樓","(02)2363-5445","(02)2363-5497","","","","","386","20071226","","20190506","20150126","20141216","1","柯應鴻","黃晟中","黃晟中","總經理","2","http://www.kingwaytek.com","i_service@kingwaytek.com","元大證券(股)公司","(02)2586-5859","30","電子–資訊服務","Information Service Industry","TWC35","OTC資訊服務","C23430","軟體-系統整合","電子地圖、導航服務及車載、系統整合服務、存取網路服務","TW0006516008","28835663","385898.29","385898.29","","38589.829","","10","NTD","","勤業眾信聯合會計師事務所","82.92","17.08","164"
"6523","達爾膚","2020","達爾膚","DR.WU","達爾膚生醫科技股份有限公司","DR.WU SKINCARE CO. LTD.","台北市中山區南京東路三段70號13樓","(02)2517-9888","(02)2517-8333","","","","","450","20030310","","20160616","20150430","20150331","4","吳奕叡","李凌玲","王郁婷","財務長","2","http://www.drwu.com","ir@drwu.com","中國信託商業銀行(股)公司代理部","(02)6636-5566","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","醫學美容保養相關產品之研發及銷售、除許可業務外，得經營法令非禁止或限制之業務","TW0006523004","80167706","450476.25","450476.25","","45047.625","","10","NTD","","資誠聯合會計師事務所","68.75","31.25","110"
"6525","捷敏-KY","2020","捷敏-KY","GEM","捷敏股份有限公司","GEM Services Inc","新北市中和區橋安街35號10樓","02-2248-0680","02-8245-3100","KY開曼群島","鄭祝良","02-2248-0680","新北市中和區橋安街35號10樓","1290","19980417","20160412","","","20160119","4","鄭祝良","湯彥鏘","宋天增","事業整合部副總","1","http://www.gemservices.com","IR@gemservices.com","元大證券股份有限公司股務代理部","02-2586-5859","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23060","電子上游-IC-封測","功率半導體封裝測試","KYG3790U1040","49791260","1290473.84","1290473.84","","129047.384","","10","NTD","","勤業眾信聯合會計師事務所","51.19","48.81","1786"
"6527","明達醫","2020","明達醫","Crystalvue","明達醫學科技股份有限公司","Crystalvue Medical Corporation","桃園市桃園區中山路956巷116號","(03)3607711","(03)3607722","","","","","243","20091026","","20191225","20150429","20150409","0","王威","莊仲平","陳惠玉","處長","2","http://www.crystalvue.com.tw","Stockholder@crystalvue.com.tw","兆豐證券股份有限公司股務代理部","(02)33930898","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","醫療相關儀器之設計、製造及銷售","TW0006527005","25057697","242760","242760","","24276","","10","NTD","","安侯建業聯合會計師事務所","15.64","84.36","91"
"6530","創威","2020","創威","Axcen","創威光電股份有限公司","Axcen Photonics Corporation","新北市新店區寶中路119號6樓","(02)89111840","(02)89111825","","","","","338","20020415","","20180123","20150610","20150417","2","陳文宗","陳文宗","陳鵬宇","財務經理","2","http://www.axcen.com.tw","admin@axcen.com.tw","宏遠證券股份有限公司","(02)2326-8818","27","電子–通信網路","Communications and Internet","TWC32","OTC通信網路業","C23250","電子中游-通訊設備","光收發模組及光學次模組等光纖通訊相關產品之研發、生產與銷售","TW0006530009","13067290","337500","337500","","33750","","10","NTD","","勤業眾信聯合會計師事務所","25.97","74.03","86"
"6531","愛普","2020","愛普","AP Memory","愛普科技股份有限公司","AP Memory Technology Corporation","新竹縣竹北市台元一街一號10樓之一","03-560-1558","03-560-1518","","","","","741","20110804","20160531","","20150612","20150417","4","蔡國智","陳文良","林郁昕","協理","1","http://www.apmemory.com","ir@apmemory.com","凱基證券股份有限公司股務代理部","02-2389-2999","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23010","電子上游-IC-設計","電子零件製造業、產品設計業","TW0006531007","53503847","741296.23","741296.23","","74129.623","","10","NTD","","勤業眾信聯合會計師事務所","22.26","77.74","153"
"6532","瑞耘","2020","瑞耘","CT","瑞耘科技股份有限公司","CALITECH CO. LTD","新竹縣湖口鄉鳳山村光復南路58號","03-5976789","03-5972266","","","","","358","19980305","","20160926","20150525","20150424","4","呂學恒","呂學恒","呂學恒","董事長","2","http://www.calitech.com.tw","ir@calitech.com.tw","群益金鼎證券股份有限公司","(02)2703-5000","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23050","電子上游-IC-製造","半導體零組件、系統設備","TW0006532005","16394917","357698.57","357698.57","","35769.857","","10","NTD","","資誠聯合會計師事務所","41.23","58.77","126"
"6533","晶心科","2020","晶心科","ES","晶心科技股份有限公司","Andes Technology Corporation","新竹科學園區新竹市力行一路1號3樓A1-4","03-5726533","03-5726535","","","","","427","20050314","20170314","","20150806","20150429","3","蔡明介","林志明","周含章","財務協理","1","http://www.andestech.com","ir@andestech.com","宏遠證券股份有限公司股務代理部","02-2326-8818","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23010","電子上游-IC-設計","晶心嵌入式微處理器核心智財及其相關硬體、軟體發展平台與工具鏈","TW0006533003","27638046","426509.11","426509.11","","42650.911","","10","NTD","","安永聯合會計師事務所","38.91","61.09","203"
"6535","順藥","2020","順藥","LUMOSA","順天醫藥生技股份有限公司","LUMOSA THERAPEUTICS CO. LTD.","台北市南港區園區街3-2號4樓","02-2655-7918","02-2655-7919","","","","","1473","20001113","","20160926","20150716","20150504","4","蔡長海","林榮錦","莊欣怡","法規處資深協理","2","http://www.lumosa.com.tw","spokesperson@lumosa.com.tw","群益金鼎證券股份有限公司","27035000","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","新藥開發","TW0006535008","12663974","1473448.25","1473448.25","","147344.825","","10","NTD","","資誠聯合會計師事務所","","","42"
"6538","倉和","2020","倉和","Brave Screen","倉和股份有限公司","Brave C&H Supply Co.Ltd","桃園市龜山區萬壽路一段492之16號3樓","(03)3295666","(03)3292555","","","","","373","19940401","","20161021","20150812","20150520","4","蔡富得","陳柑富","林鳳英","副總經理","2","http://www.bch.com.tw","spokesman@bch.com.tw","兆豐證券(股)公司股務代理部","(02)33930898","28","電子–電子零組件","Electronic Parts/Components","TWC33","OTC電子零組件","C23280","電子中游-其他","網版製造、網印耗材買賣","TW0006538002","84819223","372690","372690","","37269","","10","NTD","","勤業眾信聯合會計師事務所","13.23","86.77","466"
"6541","泰福-KY","2020","泰福-KY","Tanvex","泰福生技股份有限公司","Tanvex BioPharma Inc.","P.O  Box 31119  Grand Pavilion  802 West Bay Rd. KY1-1205","02-27010518","02-27014590","KY開曼群島","曾達夢","02-27010518","台北市大安區仁愛路四段376號13樓之1","2645","20130508","20171026","","20150813","20150728","3","趙宇天","陳林正","趙宇天","董事長","1","http://www.tanvex.com","contact@tanvex.com","中國信託商業銀行股份有限公司","02-23111838","22","生技醫療","Biotechnology and Medical Care","TWB31","生技醫療","C17020","傳產-生技","生物相似藥及新藥之研發、製造及銷售、","KYG8676P1037","24797816","2645379.49","2644648.24","","264464.824","","10","NTD","","資誠聯合會計師事務所","","","179"
"6542","隆中","2020","隆中","Net Publishing","隆中網絡股份有限公司","Net Publishing Co.Ltd.","新北市板橋區縣民大道二段68號9樓","02-77098365","02-89110285","","","","","420","20101206","","20160908","20150625","20150528","4","顧剛維","顧剛維","池美娜","財務長","2","http://www.netappstore.net","investor@netappstore.net","元大證券股務代理部","02-25865859","32","文化創意","Cultural and Creative Industry","TWC37","OTC文化創意","C23440","軟體-遊戲","遊戲聯運平台、遊戲代理發行","TW0006542004","53114404","420006.3","420006.3","","42000.63","","10","NTD","","資誠聯合會計師事務所","33.6","66.4","188"
"6547","高端疫苗","2020","高端疫苗","MVC","高端疫苗生物製劑股份有限公司","Medigen Vaccine Biologics Corporation","新竹科學工業園區新竹縣竹北市生醫三路68號","03-6684866","03-6684865","","","","","2111","20121012","","20180417","20150806","20150611","2","張世忠","陳燦堅","李思賢","執行副總","2","http://www.medigenvac.com","ir@medigenvac.com","永豐金證券(股)公司股務代理部","02-23816288","22","生技醫療","Biotechnology and Medical Care","TWC27","OTC生技醫療","C17020","傳產-生技","疫苗研發製造、生物製劑研發製造","TW0006547003","53943057","2110987.5","2110987.5","","211098.75","","10","NTD","","資誠聯合會計師事務所","","","102"
"6548","長科*","2020","長科*","CWTC","長華科技股份有限公司","CHANG WAH TECHNOLOGY CO. LTD","高雄市楠梓加工出口區開發路24號","07-9628202","07-9628203","","","","","364","20091224","","20160913","20150731","20150615","4","黃嘉能","洪全成","顏淑萍","經理","2","http://www.cwtcglobal.com","cwtkh@cwtcglobal.com","永豐金證券股份有限公司","02-23816288","24","電子–半導體","Semiconductor Industry","TWC29","OTC半導體","C23100","電子上游-LED及光元件","導線架製造","TW0006548001","70849957","364131.05","364131.05","","364131.05","","1","NTD","","勤業眾信聯合計師事務所","22.47","77.53","1888"
"6552","易華電","2020","易華電","JMC","易華電子股份有限公司","JMC ELECTRONICS CO. LTD.","高雄市楠梓加工出口區新開發路8號","07-9620668","07-3651181","","","","","830","19731006","20170110","","20150908","20150805","3","黃嘉能","李宛霞","黃梅雪","副總經理","1","http://www.jmct.com.tw","stock.service@jmct.com.tw","永豐金證券股份有限公司","02-23816288","24","電子–半導體","Semiconductor Industry","TWB33","半導體","C23060","電子上游-IC-封測","捲帶式高階覆晶薄膜IC基板","TW0006552003","76025826","830000","830000","","83000","","10","NTD","","勤業眾信聯合會計師事務所","75.04","24.96","724"
"6556","勝品","2020","勝品","Topview","勝品電通股份有限公司","Topview Optronics Corporation","桃園市桃園區大誠路 10 號","03-3628528","03-3648528","","","","","288","20101007","","20171031","20160106","20150825","3","李宏銘","梁昆得","梁昆得","總經理","2","http://www.topviewcorp.com","pr@topviewcorp.com","台新國際商業銀行股務代理部","02-25048125","26","電子–光電","Optoelectronic Industry","TWC31","OTC光電","C23370","電子下游-安全監控","電腦及週邊設備軟硬體、電器及視聽電子產品製造及銷售、有線無線通信機械器材製造及銷售、電子零組件、電子材料製造及銷售","TW0006556004","53184695","287500","287500","","28750","","10","NTD","","勤業眾信聯合會計師事務所","6.82","93.18","388"
